# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG8097	FBgn0030660	FBtr0074047	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG8097	FBgn0030660	FBtr0340344	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG8105	FBgn0030661	FBtr0074048	protein_coding	0	8	2	15	0	0	0	0	0	0	0	14	0	0	1	2	0	0	0	0	0	0	0	0	8	0
CG8117	FBgn0030663	FBtr0074050	protein_coding	0	0	0	49	3	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CG8119	FBgn0030664	FBtr0074051	protein_coding	0	0	0	54	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	34
CG8128	FBgn0030668	FBtr0074053	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8128	FBgn0030668	FBtr0343332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8142	FBgn0030871	FBtr0074472	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG8173	FBgn0030864	FBtr0074475	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CG8184	FBgn0030674	FBtr0074082	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8184	FBgn0030674	FBtr0339686	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8184	FBgn0030674	FBtr0339687	protein_coding	0	4	3	9	0	0	0	0	0	0	0	2	0	0	8	3	0	0	0	0	1	0	0	0	3	0
CG8184	FBgn0030674	FBtr0339688	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8184	FBgn0030674	FBtr0339689	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8184	FBgn0030674	FBtr0339690	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8184	FBgn0030674	FBtr0340304	protein_coding	0	5	2	9	0	0	0	0	0	0	0	2	0	0	9	2	0	0	0	0	2	0	0	0	3	0
CG8188	FBgn0030863	FBtr0074476	protein_coding	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8188	FBgn0030863	FBtr0100463	protein_coding	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8188	FBgn0030863	FBtr0340633	protein_coding	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8188	FBgn0030863	FBtr0346186	protein_coding	0	0	0	11	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8191	FBgn0030675	FBtr0074083	protein_coding	0	0	1	10	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	8
CG8206	FBgn0030679	FBtr0074085	protein_coding	0	0	0	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG8206	FBgn0030679	FBtr0346187	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG8239	FBgn0030683	FBtr0074087	protein_coding	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG8239	FBgn0030683	FBtr0346188	protein_coding	0	0	0	20	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CG8260	FBgn0030684	FBtr0074088	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG8260	FBgn0030684	FBtr0074089	protein_coding	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG8289	FBgn0030854	FBtr0074484	protein_coding	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG8289	FBgn0030854	FBtr0340623	protein_coding	0	0	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG8300	FBgn0029937	FBtr0071015	protein_coding	0	0	0	53	3	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	33
CG8316	FBgn0030852	FBtr0074485	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG8316	FBgn0030852	FBtr0340624	protein_coding	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG8326	FBgn0030851	FBtr0074486	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG8509	FBgn0030696	FBtr0074098	protein_coding	0	0	1	17	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	11
CG8565	FBgn0030697	FBtr0074103	protein_coding	0	0	3	28	0	0	0	0	0	0	0	8	0	0	1	3	0	0	0	0	0	0	0	0	0	19
CG8568	FBgn0030841	FBtr0074436	protein_coding	0	6	8	21	0	0	0	0	0	0	0	6	0	0	4	8	0	0	0	0	0	0	0	0	6	11
CG8578	FBgn0030699	FBtr0074104	protein_coding	0	0	0	54	0	0	0	0	0	0	0	38	0	0	9	0	0	0	0	0	0	0	0	0	0	7
CG8578	FBgn0030699	FBtr0340116	protein_coding	0	0	0	54	0	0	0	0	0	0	0	38	0	0	9	0	0	0	0	0	0	0	0	0	0	7
CG8578	FBgn0030699	FBtr0346189	protein_coding	0	0	0	55	4	0	0	0	0	0	0	35	0	0	9	0	0	0	0	0	0	0	0	0	0	7
CG8611	FBgn0027602	FBtr0074439	protein_coding	0	0	1	29	0	0	0	0	0	0	0	26	0	0	1	1	0	0	0	0	0	0	0	0	0	2
CG8611	FBgn0027602	FBtr0074440	protein_coding	0	0	1	32	0	0	0	0	0	0	0	29	0	0	1	1	0	0	0	0	0	0	0	0	0	2
CG8611	FBgn0027602	FBtr0340619	protein_coding	0	0	0	30	1	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CG8661	FBgn0030837	FBtr0074444	protein_coding	0	2	2	64	0	0	0	0	0	0	0	32	0	0	2	2	0	0	0	0	1	0	0	0	2	30
CG8664	FBgn0030836	FBtr0074445	protein_coding	0	2	0	88	0	0	0	0	0	0	0	44	0	0	2	0	0	0	0	0	0	0	0	0	2	42
CG8664	FBgn0030836	FBtr0339779	protein_coding	0	2	0	104	10	0	0	0	0	0	0	50	0	0	2	0	0	0	0	0	0	0	0	0	2	42
CG8675	FBgn0030834	FBtr0074446	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CG8909	FBgn0030706	FBtr0074125	protein_coding	0	9	0	9	1	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	9	1
CG8909	FBgn0030706	FBtr0301666	protein_coding	0	9	0	17	2	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	9	1
CG8909	FBgn0030706	FBtr0340309	protein_coding	0	9	0	9	1	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	9	1
CG8915	FBgn0030833	FBtr0074447	protein_coding	0	0	0	11	4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG8915	FBgn0030833	FBtr0339780	protein_coding	0	0	0	12	5	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG8916	FBgn0030707	FBtr0301232	protein_coding	0	1	1	14	0	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	1	5
CG8916	FBgn0030707	FBtr0301233	protein_coding	0	1	0	15	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	5
CG8918	FBgn0030823	FBtr0074403	protein_coding	0	4	1	45	0	0	0	0	0	0	0	2	0	0	6	1	0	0	0	0	1	0	0	0	3	38
CG8924	FBgn0030710	FBtr0074130	protein_coding	0	0	0	25	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	12
CG8931	FBgn0030717	FBtr0074134	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
CG8939	FBgn0030720	FBtr0074138	protein_coding	0	1	0	23	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	12
CG8944	FBgn0030680	FBtr0074201	protein_coding	0	2	0	12	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	2	5
CG8945	FBgn0030815	FBtr0074411	protein_coding	0	2	1	41	0	0	0	0	0	0	0	19	0	0	1	1	0	0	0	0	0	0	0	0	2	21
CG8949	FBgn0030812	FBtr0074412	protein_coding	0	0	0	33	0	0	2	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	11
CG8949	FBgn0030812	FBtr0304839	protein_coding	0	0	0	33	0	0	2	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	11
CG8949	FBgn0030812	FBtr0304840	protein_coding	0	0	0	38	0	0	2	0	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	11
CG8949	FBgn0030812	FBtr0310524	protein_coding	0	0	0	33	0	0	2	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	11
CG8949	FBgn0030812	FBtr0310525	protein_coding	0	0	0	33	0	0	1	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	19
CG8949	FBgn0030812	FBtr0330596	protein_coding	0	0	0	33	0	0	2	0	0	0	0	11	0	0	9	0	0	0	0	0	0	0	0	0	0	11
CG8952	FBgn0030688	FBtr0074193	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
CG8958	FBgn0030725	FBtr0074207	protein_coding	0	3	1	9	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	2	8
CG8974	FBgn0030693	FBtr0074185	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CG8974	FBgn0030693	FBtr0074186	protein_coding	0	0	0	6	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG8974	FBgn0030693	FBtr0074187	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CG8974	FBgn0030693	FBtr0074188	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CG8974	FBgn0030693	FBtr0074189	protein_coding	0	0	0	6	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CG9030	FBgn0030599	FBtr0303295	protein_coding	0	0	0	10	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	4
CG9034	FBgn0040931	FBtr0071343	protein_coding	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CG9034	FBgn0040931	FBtr0340342	protein_coding	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CG9065	FBgn0030610	FBtr0073966	protein_coding	0	1	1	48	0	0	0	0	1	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	1	32
CG9072	FBgn0030614	FBtr0074029	protein_coding	0	0	0	21	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CG9086	FBgn0030809	FBtr0074415	protein_coding	0	6	0	47	0	0	1	0	0	0	0	22	0	0	11	0	0	0	0	0	0	0	0	0	6	13
CG9086	FBgn0030809	FBtr0308839	protein_coding	0	7	0	46	0	0	0	0	0	0	0	22	0	0	12	0	0	0	0	0	1	0	0	0	6	13
CG9086	FBgn0030809	FBtr0346190	protein_coding	0	6	0	51	0	0	1	0	0	0	0	26	0	0	11	0	0	0	0	0	0	0	0	0	6	13
CG9095	FBgn0030617	FBtr0074026	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG9095	FBgn0030617	FBtr0112984	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG9095	FBgn0030617	FBtr0330402	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG9095	FBgn0030617	FBtr0340410	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
CG9099	FBgn0030802	FBtr0074347	protein_coding	0	1	0	43	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	21
CG9099	FBgn0030802	FBtr0310520	protein_coding	0	1	0	43	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	21
CG9101	FBgn0030622	FBtr0074024	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9104	FBgn0030800	FBtr0074348	protein_coding	0	3	0	41	3	0	1	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	3	19
CG9106	FBgn0030624	FBtr0074021	protein_coding	0	0	0	27	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG9106	FBgn0030624	FBtr0074022	protein_coding	0	0	0	27	3	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CG9114	FBgn0030628	FBtr0074020	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9123	FBgn0030629	FBtr0074019	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
CG9125	FBgn0030793	FBtr0074352	protein_coding	0	0	2	36	3	0	3	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	27
CG9132	FBgn0030791	FBtr0074353	protein_coding	0	0	0	20	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CG9132	FBgn0030791	FBtr0074354	protein_coding	0	0	0	29	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	23
CG9132	FBgn0030791	FBtr0306801	protein_coding	0	0	0	22	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	16
CG9164	FBgn0030634	FBtr0074012	protein_coding	0	2	0	18	0	0	2	0	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	0	2	1
CG9164	FBgn0030634	FBtr0074014	protein_coding	0	2	0	17	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	2	6
CG9164	FBgn0030634	FBtr0343351	protein_coding	0	2	0	17	0	0	6	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	2	1
CG9170	FBgn0030716	FBtr0074153	protein_coding	0	1	0	25	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CG9170	FBgn0030716	FBtr0074154	protein_coding	0	1	0	25	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CG9170	FBgn0030716	FBtr0346191	protein_coding	0	1	0	26	0	0	2	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CG9172	FBgn0030718	FBtr0074151	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9172	FBgn0030718	FBtr0074152	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9172	FBgn0030718	FBtr0340417	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9203	FBgn0030646	FBtr0074074	protein_coding	0	0	0	12	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG9213	FBgn0030655	FBtr0074071	protein_coding	0	0	0	13	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9213	FBgn0030655	FBtr0340348	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9215	FBgn0030659	FBtr0074066	protein_coding	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0
CG9220	FBgn0030662	FBtr0074064	protein_coding	0	0	0	105	0	0	4	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	78
CG9220	FBgn0030662	FBtr0340347	protein_coding	0	0	0	99	0	0	1	0	0	0	0	4	0	0	19	0	0	0	0	0	0	0	0	0	0	75
CG9281	FBgn0030672	FBtr0074056	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9281	FBgn0030672	FBtr0340308	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9360	FBgn0030332	FBtr0073613	protein_coding	0	0	0	34	2	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CG9400	FBgn0030562	FBtr0073920	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG9411	FBgn0030569	FBtr0073916	protein_coding	0	0	0	24	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	5
CG9413	FBgn0030574	FBtr0073943	protein_coding	0	1	0	44	1	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	1	28
CG9413	FBgn0030574	FBtr0073944	protein_coding	0	1	0	9	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CG9413	FBgn0030574	FBtr0343365	protein_coding	0	1	0	9	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	2
CG9413	FBgn0030574	FBtr0343366	protein_coding	0	1	0	44	1	0	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	1	28
CG9503	FBgn0030598	FBtr0073974	protein_coding	0	0	0	16	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CG9509	FBgn0030594	FBtr0073978	protein_coding	0	0	0	25	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG9509	FBgn0030594	FBtr0343380	protein_coding	0	0	0	25	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CG9512	FBgn0030593	FBtr0073979	protein_coding	0	3	0	21	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	2	3
CG9512	FBgn0030593	FBtr0343381	protein_coding	0	3	0	21	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	1	0	0	0	2	3
CG9514	FBgn0030592	FBtr0073980	protein_coding	0	1	1	79	7	0	2	0	0	0	0	23	0	0	34	1	0	0	0	0	0	0	0	0	1	13
CG9518	FBgn0030590	FBtr0073983	protein_coding	0	6	0	63	1	0	6	0	0	0	0	25	0	0	19	0	0	0	0	0	0	0	0	0	6	12
CG9518	FBgn0030590	FBtr0343598	protein_coding	0	6	0	63	1	0	6	0	0	0	0	25	0	0	19	0	0	0	0	0	0	0	0	0	6	12
CG9518	FBgn0030590	FBtr0344175	protein_coding	0	6	0	63	1	0	6	0	0	0	0	25	0	0	19	0	0	0	0	0	0	0	0	0	6	12
CG9519	FBgn0030589	FBtr0073984	protein_coding	0	8	2	39	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	8	35
CG9521	FBgn0030588	FBtr0073985	protein_coding	0	1	1	32	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	28
CG9522	FBgn0030587	FBtr0073986	protein_coding	0	0	0	17	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9570	FBgn0031085	FBtr0070002	protein_coding	0	0	0	29	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CG9609	FBgn0030787	FBtr0074356	protein_coding	0	2	0	62	6	0	11	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	2	27
CG9634	FBgn0027528	FBtr0074359	protein_coding	0	4	0	121	1	0	2	0	0	0	0	29	0	0	66	0	0	0	0	0	0	0	0	0	4	23
CG9634	FBgn0027528	FBtr0343363	protein_coding	0	4	0	121	1	0	2	0	0	0	0	29	0	0	66	0	0	0	0	0	0	0	0	0	4	23
CG9634	FBgn0027528	FBtr0343364	protein_coding	0	4	0	96	1	0	0	0	0	0	0	29	0	0	55	0	0	0	0	0	0	0	0	0	4	11
CG9650	FBgn0029939	FBtr0301240	protein_coding	0	3	0	285	0	0	0	0	0	0	0	18	0	0	262	0	0	0	0	0	0	0	0	0	3	5
CG9650	FBgn0029939	FBtr0301241	protein_coding	0	3	0	77	0	0	2	0	0	0	0	15	0	0	33	0	0	0	0	0	0	0	0	0	3	27
CG9650	FBgn0029939	FBtr0309030	protein_coding	0	3	0	180	0	0	1	0	0	0	0	18	0	0	131	0	0	0	0	0	0	0	0	0	3	30
CG9650	FBgn0029939	FBtr0339815	protein_coding	0	3	0	282	0	0	0	0	0	0	0	15	0	0	262	0	0	0	0	0	0	0	0	0	3	5
CG9657	FBgn0029950	FBtr0071057	protein_coding	0	1	1	37	0	0	1	0	0	0	0	31	0	0	3	1	0	0	0	0	1	0	0	0	0	3
CG9657	FBgn0029950	FBtr0345910	protein_coding	0	1	1	37	0	0	1	0	0	0	0	31	0	0	3	1	0	0	0	0	1	0	0	0	0	3
CG9672	FBgn0030777	FBtr0074361	protein_coding	0	0	0	36	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	16
CG9673	FBgn0030775	FBtr0074362	protein_coding	1	8	1	67	1	0	0	0	0	0	0	50	0	0	3	1	0	0	0	0	0	1	0	0	8	13
CG9673	FBgn0030775	FBtr0339830	protein_coding	1	8	1	67	1	0	0	0	0	0	0	50	0	0	3	1	0	0	0	0	0	1	0	0	8	13
CG9676	FBgn0030773	FBtr0074364	protein_coding	0	2	1	150	5	0	0	0	0	0	0	129	0	0	0	1	0	0	0	0	0	0	0	0	2	16
CG9686	FBgn0030158	FBtr0071389	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CG9689	FBgn0030159	FBtr0071390	protein_coding	0	2	0	15	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	2
CG9689	FBgn0030159	FBtr0340682	protein_coding	0	2	0	7	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2
CG9691	FBgn0030160	FBtr0071391	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG9691	FBgn0030160	FBtr0071392	protein_coding	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CG9723	FBgn0030768	FBtr0074376	protein_coding	0	1	0	20	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	4
CG9777	FBgn0030764	FBtr0074287	protein_coding	0	0	0	24	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CG9782	FBgn0030763	FBtr0074288	protein_coding	0	2	0	61	2	0	0	0	0	0	0	25	0	0	22	0	0	0	0	0	0	0	0	0	2	12
CG9784	FBgn0030761	FBtr0074289	protein_coding	0	4	0	19	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	4	1
CG9784	FBgn0030761	FBtr0310319	protein_coding	0	4	0	18	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	4
CG9784	FBgn0030761	FBtr0330409	protein_coding	0	4	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	1
CG9806	FBgn0030222	FBtr0071506	protein_coding	0	0	1	15	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	0	0	3
CG9902	FBgn0030757	FBtr0074296	protein_coding	0	2	3	94	0	0	1	0	0	0	0	85	0	0	0	3	0	0	0	0	0	0	0	0	2	8
CG9902	FBgn0030757	FBtr0334035	protein_coding	0	2	3	101	27	0	1	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	0	2	8
CG9903	FBgn0030756	FBtr0074297	protein_coding	0	13	2	99	11	1	1	0	0	0	0	26	0	0	1	2	0	1	0	0	1	0	0	0	11	59
CG9911	FBgn0030734	FBtr0074241	protein_coding	0	0	0	25	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	17
CG9911	FBgn0030734	FBtr0074242	protein_coding	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CG9911	FBgn0030734	FBtr0074243	protein_coding	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CG9911	FBgn0030734	FBtr0074244	protein_coding	0	0	0	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	17
CG9914	FBgn0030737	FBtr0074240	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9914	FBgn0030737	FBtr0346059	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CG9915	FBgn0030738	FBtr0112992	protein_coding	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CG9915	FBgn0030738	FBtr0336976	protein_coding	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CG9917	FBgn0030740	FBtr0074237	protein_coding	0	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	11
