# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CR43385	FBgn0263215	FBtr0307589	pseudogene	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CR43461	FBgn0263415	FBtr0309201	lincRNA	0	0	0	50	0	0	0	0	0	0	0	28	0	0	8	0	0	0	0	0	0	0	0	0	0	14
CR43491	FBgn0263502	FBtr0309522	lincRNA	0	0	0	65	0	0	0	0	0	0	0	30	0	0	0	0	7	0	0	0	0	0	0	0	0	28
CR43492	FBgn0263503	FBtr0309523	lincRNA	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	14
CR43493	FBgn0263504	FBtr0309524	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR43494	FBgn0263505	FBtr0309525	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR43495	FBgn0263506	FBtr0309526	lincRNA	0	0	0	110	0	0	0	0	0	0	0	66	0	0	0	0	6	0	0	0	0	0	0	0	0	38
CR43496	FBgn0263507	FBtr0309527	lincRNA	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CR43496	FBgn0263507	FBtr0309528	lincRNA	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CR43498	FBgn0263509	FBtr0309530	lincRNA	0	0	0	31	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	6
CR43614	FBgn0263589	FBtr0309825	lincRNA	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR43615	FBgn0263590	FBtr0309826	lincRNA	0	0	0	48	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	0	0	0	0	0	10
CR43636	FBgn0263627	FBtr0309993	lincRNA	0	0	0	40	0	0	0	0	0	0	0	2	0	0	24	0	9	0	0	0	0	0	0	0	0	5
CR43686	FBgn0263769	FBtr0310488	lincRNA	0	0	0	73	0	0	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	51
CR43695	FBgn0263778	FBtr0347241	lincRNA	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28
CR43768	FBgn0264268	FBtr0331291	lincRNA	0	0	0	35	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CR43832	FBgn0264380	FBtr0332275	lincRNA	0	0	0	59	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	42
CR43833	FBgn0264381	FBtr0332276	lincRNA	0	0	0	21	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0	1
CR43834	FBgn0264382	FBtr0332277	lincRNA	0	0	0	83	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	52
CR43835	FBgn0264383	FBtr0332278	lincRNA	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CR43836	FBgn0264384	FBtr0332279	lincRNA	0	0	0	350	0	0	0	0	0	0	0	8	0	0	333	0	6	0	0	0	0	0	0	0	0	3
CR43836	FBgn0264384	FBtr0332280	lincRNA	0	0	0	350	0	0	0	0	0	0	0	8	0	0	334	0	5	0	0	0	0	0	0	0	0	3
CR43836	FBgn0264384	FBtr0332281	lincRNA	0	1	0	341	0	0	0	0	0	0	0	27	0	0	311	0	1	0	0	0	1	0	0	0	0	3
CR43837	FBgn0264385	FBtr0332282	lincRNA	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	4
CR43837	FBgn0264385	FBtr0332283	lincRNA	0	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	4
CR43838	FBgn0264390	FBtr0332284	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CR43842	FBgn0264394	FBtr0332402	lincRNA	0	0	0	108	0	0	0	0	0	0	0	45	0	0	3	0	24	0	0	0	0	0	0	0	0	36
CR43862	FBgn0264444	FBtr0332567	lincRNA	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR43863	FBgn0264445	FBtr0332568	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR43899	FBgn0264500	FBtr0332903	lincRNA	0	0	0	17	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CR43906	FBgn0264507	FBtr0332991	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CR43908	FBgn0264509	FBtr0333014	lincRNA	0	0	0	21	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	15
CR43959	FBgn0264674	FBtr0333763	lincRNA	0	0	0	86	0	0	0	0	0	0	0	46	0	0	9	0	11	0	0	0	0	0	0	0	0	20
CR43960	FBgn0264675	FBtr0333769	lincRNA	0	0	0	125	0	0	0	0	0	0	0	20	0	0	94	0	1	0	0	0	0	0	0	0	0	10
CR43960	FBgn0264675	FBtr0333770	lincRNA	0	0	0	125	0	0	0	0	0	0	0	20	0	0	94	0	1	0	0	0	0	0	0	0	0	10
CR43961	FBgn0264676	FBtr0344562	lincRNA	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4
CR43962	FBgn0264677	FBtr0333773	lincRNA	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR43962	FBgn0264677	FBtr0345927	lincRNA	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR43963	FBgn0264678	FBtr0333774	lincRNA	0	0	0	113	0	0	0	0	0	0	0	9	0	0	70	0	0	0	0	0	0	0	0	0	0	34
CR43963	FBgn0264678	FBtr0333775	lincRNA	0	0	0	20	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CR44016	FBgn0264786	FBtr0334321	lincRNA	0	0	0	19	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	2
CR44026	FBgn0264818	FBtr0334466	lincRNA	0	0	0	26	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CR44053	FBgn0264862	FBtr0334775	lincRNA	0	0	0	58	0	0	0	0	0	0	0	24	0	0	0	0	15	0	0	0	0	0	0	0	0	19
CR44054	FBgn0264863	FBtr0334776	lincRNA	0	0	0	17	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	11
CR44084	FBgn0264893	FBtr0334882	lincRNA	0	0	0	35	0	0	0	0	0	0	0	10	0	0	7	0	2	0	0	0	0	0	0	0	0	16
CR44108	FBgn0264939	FBtr0335050	lincRNA	0	0	0	68	0	0	0	0	0	0	0	38	0	0	3	0	3	0	0	0	0	0	0	0	0	24
CR44109	FBgn0264940	FBtr0335051	lincRNA	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CR44110	FBgn0264941	FBtr0335121	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44111	FBgn0264942	FBtr0335124	lincRNA	0	0	0	14	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CR44117	FBgn0264948	FBtr0335189	lincRNA	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CR44118	FBgn0264949	FBtr0335188	lincRNA	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CR44124	FBgn0264955	FBtr0335255	lincRNA	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR44129	FBgn0264960	FBtr0335277	lincRNA	0	0	0	30	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CR44266	FBgn0265252	FBtr0339228	lincRNA	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5
CR44353	FBgn0265453	FBtr0339811	lincRNA	0	0	0	16	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CR44354	FBgn0265454	FBtr0339810	lincRNA	0	0	0	16	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	7
CR44357	FBgn0265457	FBtr0339821	lincRNA	0	0	0	975	0	0	0	0	0	0	0	3	0	0	969	0	2	0	0	0	0	0	0	0	0	1
CR44357	FBgn0265457	FBtr0339822	lincRNA	0	1	0	974	0	0	0	0	0	0	0	4	0	0	968	0	2	0	0	0	1	0	0	0	0	1
CR44357	FBgn0265457	FBtr0339823	lincRNA	0	0	0	975	0	0	0	0	0	0	0	3	0	0	969	0	2	0	0	0	0	0	0	0	0	1
CR44358	FBgn0265458	FBtr0339831	lincRNA	0	0	0	25	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CR44374	FBgn0265524	FBtr0340058	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR44384	FBgn0265534	FBtr0340117	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR44384	FBgn0265534	FBtr0340118	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR44423	FBgn0265596	FBtr0340345	lincRNA	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CR44427	FBgn0265609	FBtr0340432	lincRNA	0	0	0	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CR44429	FBgn0265611	FBtr0340435	lincRNA	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	3
CR44430	FBgn0265612	FBtr0340436	lincRNA	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	5
CR44431	FBgn0265613	FBtr0340439	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44469	FBgn0265662	FBtr0340531	lincRNA	0	0	0	64	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	0	0	38
CR44470	FBgn0265663	FBtr0340601	lincRNA	0	0	0	65	0	0	0	0	0	0	0	17	0	0	0	0	30	0	0	0	0	0	0	0	0	18
CR44471	FBgn0265664	FBtr0340602	lincRNA	0	0	0	75	0	0	0	0	0	0	0	48	0	0	10	0	6	0	0	0	0	0	0	0	0	11
CR44498	FBgn0265691	FBtr0340603	lincRNA	0	0	0	108	0	0	0	0	0	0	0	44	0	0	13	0	8	0	0	0	0	0	0	0	0	43
CR44499	FBgn0265692	FBtr0340604	lincRNA	0	0	0	39	0	0	0	0	0	0	0	1	0	0	3	0	8	0	0	0	0	0	0	0	0	27
CR44500	FBgn0265693	FBtr0340605	lincRNA	0	0	0	15	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CR44501	FBgn0265694	FBtr0340606	lincRNA	0	0	0	63	0	0	0	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	0	0	0	28
CR44502	FBgn0265695	FBtr0340607	lincRNA	0	0	0	50	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	0	0	16
CR44507	FBgn0265700	FBtr0340608	lincRNA	0	0	0	60	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	46
CR44508	FBgn0265701	FBtr0340609	lincRNA	0	0	0	57	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	11
CR44512	FBgn0265705	FBtr0340613	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44517	FBgn0265710	FBtr0340641	lincRNA	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	8
CR44524	FBgn0265717	FBtr0340681	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44534	FBgn0265727	FBtr0340683	lincRNA	0	0	0	63	0	0	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	35
CR44568	FBgn0265761	FBtr0340723	lincRNA	0	0	0	23	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CR44619	FBgn0265830	FBtr0342623	lincRNA	0	0	0	38	0	0	0	0	0	0	0	7	0	0	1	0	5	0	0	0	0	0	0	0	0	25
CR44620	FBgn0265831	FBtr0342625	lincRNA	0	0	0	47	0	0	0	0	0	0	0	28	0	0	0	0	8	0	0	0	0	0	0	0	0	11
CR44621	FBgn0265832	FBtr0342664	lincRNA	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CR44654	FBgn0265865	FBtr0342708	lincRNA	0	0	0	36	0	0	0	0	0	0	0	28	0	0	2	0	1	0	0	0	0	0	0	0	0	5
CR44655	FBgn0265866	FBtr0342709	lincRNA	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14
CR44657	FBgn0265868	FBtr0342713	lincRNA	0	0	0	19	0	0	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CR44658	FBgn0265869	FBtr0342715	lincRNA	0	0	0	33	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	18
CR44661	FBgn0265872	FBtr0342723	lincRNA	0	0	0	43	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CR44662	FBgn0265873	FBtr0342724	lincRNA	0	0	0	50	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	40
CR44663	FBgn0265874	FBtr0342725	lincRNA	0	0	0	24	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CR44664	FBgn0265875	FBtr0342726	lincRNA	0	0	0	25	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	19
CR44691	FBgn0265902	FBtr0342785	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44692	FBgn0265903	FBtr0342804	lincRNA	0	0	0	32	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	27
CR44705	FBgn0265916	FBtr0342844	lincRNA	0	0	0	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CR44707	FBgn0265918	FBtr0342847	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44708	FBgn0265919	FBtr0342849	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44710	FBgn0265921	FBtr0342853	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR44711	FBgn0265922	FBtr0342860	lincRNA	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44711	FBgn0265922	FBtr0346385	lincRNA	0	0	0	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44751	FBgn0265964	FBtr0342967	lincRNA	0	0	0	37	0	0	0	0	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	20
CR44751	FBgn0265964	FBtr0342968	lincRNA	0	0	0	36	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	20
CR44752	FBgn0265965	FBtr0342969	lincRNA	0	0	0	26	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CR44753	FBgn0265966	FBtr0342970	lincRNA	0	0	0	37	0	0	0	0	0	0	0	19	0	0	2	0	3	0	0	0	0	0	0	0	0	13
CR44754	FBgn0265967	FBtr0342975	lincRNA	0	0	0	60	0	0	0	0	0	0	0	18	0	0	16	0	20	0	0	0	0	0	0	0	0	6
CR44765	FBgn0265986	FBtr0343039	lincRNA	0	0	0	24	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	10
CR44766	FBgn0265987	FBtr0343044	lincRNA	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CR44766	FBgn0265987	FBtr0343045	lincRNA	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CR44779	FBgn0266005	FBtr0343175	lincRNA	0	0	0	75	0	0	0	0	0	0	0	13	0	0	57	0	2	0	0	0	0	0	0	0	0	3
CR44779	FBgn0266005	FBtr0343176	lincRNA	0	0	0	75	0	0	0	0	0	0	0	13	0	0	57	0	2	0	0	0	0	0	0	0	0	3
CR44779	FBgn0266005	FBtr0343177	lincRNA	0	0	0	75	0	0	0	0	0	0	0	13	0	0	41	0	18	0	0	0	0	0	0	0	0	3
CR44816	FBgn0266051	FBtr0343374	lincRNA	0	0	0	31	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	24
CR44817	FBgn0266052	FBtr0343376	lincRNA	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	14
CR44831	FBgn0266094	FBtr0343516	lincRNA	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR44832	FBgn0266095	FBtr0343541	lincRNA	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
CR44833	FBgn0266096	FBtr0343542	lincRNA	0	0	0	113	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	1
CR44834	FBgn0266097	FBtr0343543	lincRNA	0	0	0	26	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	12
CR44839	FBgn0266102	FBtr0343565	pseudogene	0	0	0	28	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13
CR44840	FBgn0266114	FBtr0343601	lincRNA	0	1	0	54	0	0	0	0	0	0	0	37	0	0	0	0	1	0	0	0	1	0	0	0	0	17
CR44841	FBgn0266115	FBtr0343603	lincRNA	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR44886	FBgn0266180	FBtr0343761	lincRNA	0	0	0	34	0	0	0	0	0	0	0	3	0	0	27	0	0	0	0	0	0	0	0	0	0	4
CR44888	FBgn0266182	FBtr0343766	lincRNA	0	0	0	33	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CR44889	FBgn0266183	FBtr0343773	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44891	FBgn0266196	FBtr0343793	lincRNA	0	0	0	36	0	0	0	0	0	0	0	13	0	0	2	0	3	0	0	0	0	0	0	0	0	18
CR44892	FBgn0266197	FBtr0343792	lincRNA	0	0	0	39	0	0	0	0	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	12
CR44893	FBgn0266198	FBtr0344945	lincRNA	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR44894	FBgn0266199	FBtr0343795	lincRNA	0	0	0	380	0	0	0	0	0	0	0	84	0	0	284	0	3	0	0	0	0	0	0	0	0	9
CR44894	FBgn0266199	FBtr0343796	lincRNA	0	0	0	415	0	0	0	0	0	0	0	23	0	0	382	0	1	0	0	0	0	0	0	0	0	9
CR44895	FBgn0266200	FBtr0343797	lincRNA	0	1	0	50	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	1	0	0	0	0	33
CR44957	FBgn0266262	FBtr0343889	lincRNA	0	0	0	59	0	0	0	0	0	0	0	43	0	0	9	0	3	0	0	0	0	0	0	0	0	4
CR44958	FBgn0266263	FBtr0343929	lincRNA	0	1	0	84	0	0	0	0	0	0	0	44	0	0	2	0	8	0	0	0	1	0	0	0	0	31
CR44959	FBgn0266264	FBtr0343931	lincRNA	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR44960	FBgn0266275	FBtr0343973	lincRNA	0	0	0	58	0	0	0	0	0	0	0	8	0	0	2	0	4	0	0	0	0	0	0	0	0	44
CR44961	FBgn0266276	FBtr0343974	lincRNA	0	0	0	98	0	0	0	0	0	0	0	42	0	0	1	0	15	0	0	0	0	0	0	0	0	40
CR44962	FBgn0266277	FBtr0343975	lincRNA	0	0	0	57	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	25
CR44962	FBgn0266277	FBtr0343976	lincRNA	0	0	0	57	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	25
CR44963	FBgn0266278	FBtr0343977	lincRNA	0	0	0	13	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	2
CR44964	FBgn0266279	FBtr0343978	lincRNA	0	0	0	53	0	0	0	0	0	0	0	30	0	0	0	0	7	0	0	0	0	0	0	0	0	16
CR44965	FBgn0266280	FBtr0343979	lincRNA	0	0	0	59	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	0	0	0	0	27
CR44966	FBgn0266281	FBtr0343980	lincRNA	0	0	0	45	0	0	0	0	0	0	0	10	0	0	0	0	11	0	0	0	0	0	0	0	0	24
CR44997	FBgn0266348	FBtr0344073	lincRNA	0	0	0	13	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
CR44998	FBgn0266349	FBtr0344074	lincRNA	0	0	0	24	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	8
CR44998	FBgn0266349	FBtr0344946	lincRNA	0	0	0	24	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	8
CR44999	FBgn0266350	FBtr0344076	lincRNA	0	0	0	126	0	0	0	0	0	0	0	13	0	0	110	0	0	0	0	0	0	0	0	0	0	3
CR45000	FBgn0266351	FBtr0344086	lincRNA	0	0	0	15	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CR45001	FBgn0266352	FBtr0344087	lincRNA	0	0	0	20	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	12
CR45010	FBgn0266362	FBtr0344114	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR45018	FBgn0266376	FBtr0344173	lincRNA	0	0	0	30	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	0	0	0	16
CR45018	FBgn0266376	FBtr0344174	lincRNA	0	0	0	30	0	0	0	0	0	0	0	4	0	0	0	0	19	0	0	0	0	0	0	0	0	7
CR45018	FBgn0266376	FBtr0346132	lincRNA	0	0	0	30	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	0	0	0	0	0	5
CR45082	FBgn0266457	FBtr0344464	lincRNA	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CR45102	FBgn0266549	FBtr0344655	lincRNA	0	0	0	17	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CR45185	FBgn0267495	FBtr0345084	lincRNA	0	0	0	34	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	28
CR45197	FBgn0266707	FBtr0345172	lincRNA	0	0	0	40	0	0	0	0	0	0	0	22	0	0	0	0	5	0	0	0	0	0	0	0	0	13
CR45197	FBgn0266707	FBtr0346738	lincRNA	0	0	0	35	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	10
CR45204	FBgn0266731	FBtr0345221	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CR45465	FBgn0267021	FBtr0345965	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR45465	FBgn0267021	FBtr0345966	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR45466	FBgn0267022	FBtr0345968	lincRNA	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR45466	FBgn0267022	FBtr0345969	lincRNA	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CR45474	FBgn0267030	FBtr0345998	lincRNA	0	0	0	23	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CR45475	FBgn0267031	FBtr0345999	lincRNA	0	0	0	25	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	14
CR45476	FBgn0267032	FBtr0346000	lincRNA	0	0	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	15
CR45481	FBgn0267037	FBtr0346011	lincRNA	0	0	0	37	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	22
CR45482	FBgn0267038	FBtr0346012	lincRNA	0	0	0	37	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	9
CR45483	FBgn0267039	FBtr0346013	lincRNA	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CR45484	FBgn0267040	FBtr0346020	lincRNA	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CR45485	FBgn0267041	FBtr0346058	lincRNA	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CR45495	FBgn0267051	FBtr0346022	pseudogene	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
